,Pclass,Sex_1,Age,SibSp,Parch,Fare,Embarked_1,Embarked_2,FamilySize,Title_1,Title_2,Title_3,Title_4
117,1.0,0.0,0.007288263382759488,0.125,0.16666666666666666,0.03259622914329302,1.0,0.0,0.20000000000000004,0.0,0.0,1.0,0.0
118,0.0,1.0,0.4470972606182458,0.0,0.0,0.1468620176246054,0.0,1.0,0.0,1.0,0.0,0.0,0.0
119,0.5,0.0,0.35913546117114853,0.125,0.0,0.050748620223090936,1.0,0.0,0.1,0.0,1.0,0.0,0.0
120,0.5,0.0,0.14551394822819805,0.0,0.0,0.030741952635141623,1.0,0.0,0.0,0.0,0.0,1.0,0.0
121,1.0,1.0,0.37512679519283465,0.125,0.0,0.015126992566498259,0.0,0.0,0.1,1.0,0.0,0.0,0.0
122,0.0,0.0,0.4345312892686604,0.125,0.0,0.11272049299551928,0.0,1.0,0.1,0.0,1.0,0.0,0.0
123,1.0,1.0,0.34656948982156316,0.0,0.0,0.014151057562208049,1.0,0.0,0.0,1.0,0.0,0.0,0.0
124,1.0,1.0,0.37512679519283465,0.0,0.0,0.015126992566498259,0.0,0.0,0.0,1.0,0.0,0.0,0.0
125,1.0,0.0,0.20834380497612465,0.0,0.16666666666666666,0.031425107138144774,1.0,0.0,0.1,0.0,0.0,1.0,0.0
126,1.0,1.0,0.2711736617240512,0.0,0.0,0.015216388212891242,1.0,0.0,0.0,1.0,0.0,0.0,0.0
127,1.0,0.0,0.37512679519283465,0.25,0.0,0.04538097769949478,0.0,0.0,0.20000000000000004,0.0,0.0,1.0,0.0
128,0.5,1.0,0.5224930887157577,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0,0.0,0.0,0.0
129,1.0,1.0,0.2963056044232219,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0,0.0,0.0,0.0
130,1.0,1.0,0.39683337521990447,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0,0.0,0.0,0.0
131,0.0,1.0,0.6607187735611963,0.0,0.0,0.055628295244541985,0.0,1.0,0.0,0.0,0.0,0.0,0.0
132,1.0,0.0,0.37512679519283465,0.0,0.6666666666666666,0.049707687947515,1.0,0.0,0.4,0.0,1.0,0.0,0.0
133,1.0,1.0,0.37512679519283465,0.125,0.0,0.012565163180236457,0.0,1.0,0.1,1.0,0.0,0.0,0.0
134,1.0,1.0,0.5350590600653431,0.0,0.0,0.015411575213749286,1.0,0.0,0.0,1.0,0.0,0.0,0.0
135,1.0,1.0,0.2963056044232219,0.0,0.0,0.015330377421392339,1.0,0.0,0.0,1.0,0.0,0.0,0.0
136,1.0,1.0,0.3277205327971852,0.0,0.0,0.014102260811993537,0.0,1.0,0.0,1.0,0.0,0.0,0.0
137,0.5,1.0,0.32143754712239253,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0,0.0,0.0,0.0
138,1.0,0.0,0.2837396330736366,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,0.0,0.0,1.0,0.0
139,1.0,1.0,0.49736114601658704,0.125,1.0,0.09154270340242172,1.0,0.0,0.7000000000000001,1.0,0.0,0.0,0.0
140,1.0,0.0,0.12038200552902739,0.625,0.3333333333333333,0.09154270340242172,1.0,0.0,0.7000000000000001,0.0,0.0,1.0,0.0
141,0.0,0.0,0.4093993465694898,0.0,0.0,0.29580589980036276,1.0,0.0,0.0,0.0,0.0,1.0,0.0
142,0.0,1.0,0.7612465443578789,0.125,0.5,0.5121218935012878,0.0,1.0,0.4,1.0,0.0,0.0,0.0
143,0.5,1.0,0.34656948982156316,0.0,0.0,0.050748620223090936,1.0,0.0,0.0,1.0,0.0,0.0,0.0
144,0.0,1.0,0.5224930887157577,0.0,0.0,0.051822148727810165,1.0,0.0,0.0,1.0,0.0,0.0,0.0
145,1.0,1.0,0.38426740387031916,0.375,0.0,0.03513366015444757,1.0,0.0,0.30000000000000004,1.0,0.0,0.0,0.0
146,0.0,1.0,0.37512679519283465,0.0,0.0,0.10122885832000206,1.0,0.0,0.0,1.0,0.0,0.0,0.0
147,1.0,1.0,0.2711736617240512,0.0,0.0,0.015712553569072387,1.0,0.0,0.0,1.0,0.0,0.0,0.0
148,0.0,1.0,0.37512679519283465,0.0,0.0,0.051822148727810165,1.0,0.0,0.0,1.0,0.0,0.0,0.0
149,0.5,1.0,0.37170143252073384,0.125,0.16666666666666666,0.050748620223090936,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,0.0
150,0.0,0.0,0.2837396330736366,0.0,0.16666666666666666,0.16231419173453318,0.0,1.0,0.1,0.0,1.0,0.0,0.0
151,1.0,1.0,0.37512679519283465,0.0,0.0,0.015411575213749286,0.0,1.0,0.0,1.0,0.0,0.0,0.0
152,1.0,1.0,0.7549635586830862,0.0,0.0,0.028212719478023115,1.0,0.0,0.0,1.0,0.0,0.0,0.0
153,1.0,0.0,0.4470972606182458,0.0,0.3333333333333333,0.023780217875537836,1.0,0.0,0.20000000000000004,0.0,1.0,0.0,0.0
154,1.0,1.0,0.15807991957778336,0.5,0.3333333333333333,0.06126431989431795,1.0,0.0,0.6000000000000001,0.0,0.0,0.0,1.0
155,1.0,1.0,0.2963056044232219,0.0,0.0,0.014736618564782174,1.0,0.0,0.0,1.0,0.0,0.0,0.0
156,0.0,0.0,0.35913546117114853,0.0,0.0,0.4328841690069588,1.0,0.0,0.0,0.0,0.0,1.0,0.0
157,1.0,0.0,0.2837396330736366,0.0,0.0,0.015330377421392339,1.0,0.0,0.0,0.0,0.0,1.0,0.0
158,0.0,1.0,0.5224930887157577,0.0,0.0,0.051822148727810165,1.0,0.0,0.0,1.0,0.0,0.0,0.0
159,1.0,0.0,0.32143754712239253,0.0,0.3333333333333333,0.026887009368195294,1.0,0.0,0.20000000000000004,0.0,1.0,0.0,0.0
160,1.0,0.0,0.37512679519283465,0.0,0.0,0.015094396337354966,0.0,0.0,0.0,0.0,0.0,1.0,0.0
161,1.0,1.0,0.08268409148027142,0.125,0.16666666666666666,0.029757819776815374,0.0,1.0,0.20000000000000004,0.0,0.0,0.0,1.0
162,0.5,0.0,0.32143754712239253,0.0,0.0,0.026350245115835676,1.0,0.0,0.0,0.0,0.0,1.0,0.0
163,1.0,1.0,0.37512679519283465,0.0,0.0,0.013663090060062943,1.0,0.0,0.0,1.0,0.0,0.0,0.0
164,0.5,1.0,0.5099271173661725,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,0.0,0.0,0.0,0.0
165,1.0,0.0,0.32143754712239253,0.125,0.16666666666666666,0.04298993693898376,1.0,0.0,0.20000000000000004,0.0,1.0,0.0,0.0
166,0.0,1.0,0.5978889168132697,0.0,0.0,0.09856123757927521,0.0,1.0,0.0,1.0,0.0,0.0,0.0
167,1.0,1.0,0.22090977632571,0.25,0.3333333333333333,0.06709553154495196,1.0,0.0,0.4,1.0,0.0,0.0,0.0
168,0.0,0.0,0.37512679519283465,0.0,0.0,0.05410739813385612,0.0,1.0,0.0,0.0,1.0,0.0,0.0
169,1.0,0.0,0.2711736617240512,0.0,0.0,0.01749363495190202,1.0,0.0,0.0,0.0,0.0,1.0,0.0
170,1.0,1.0,0.37512679519283465,0.0,0.0,0.014736618564782174,1.0,0.0,0.0,1.0,0.0,0.0,0.0
171,1.0,1.0,0.33400351847197784,0.0,0.0,0.014102260811993537,0.0,1.0,0.0,1.0,0.0,0.0,0.0
172,1.0,1.0,0.2837396330736366,0.125,0.0,0.027130993119267845,1.0,0.0,0.1,1.0,0.0,0.0,0.0
173,1.0,1.0,0.37512679519283465,0.0,0.0,0.014110458666029575,0.0,1.0,0.0,1.0,0.0,0.0,0.0
174,1.0,1.0,0.49736114601658704,0.125,0.8333333333333333,0.06126431989431795,1.0,0.0,0.6000000000000001,1.0,0.0,0.0,0.0
175,0.5,0.0,0.18321186227695402,0.0,0.3333333333333333,0.07612293033463641,1.0,0.0,0.20000000000000004,0.0,0.0,1.0,0.0
176,0.5,0.0,0.24604171902488062,0.0,0.0,0.07173122281533045,1.0,0.0,0.0,0.0,0.0,1.0,0.0
177,0.0,1.0,0.6732847449107816,0.125,0.0,0.1082149914547131,0.0,1.0,0.1,1.0,0.0,0.0,0.0
178,0.5,0.0,0.4470972606182458,0.0,0.5,0.07612293033463641,1.0,0.0,0.30000000000000004,0.0,1.0,0.0,0.0
179,0.0,0.0,0.7989444584066349,0.0,0.3333333333333333,0.16231419173453318,0.0,1.0,0.20000000000000004,0.0,1.0,0.0,0.0
180,0.5,1.0,0.37170143252073384,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0,0.0,0.0,0.0
181,0.0,1.0,0.4596632319678311,0.125,0.16666666666666666,0.16231419173453318,0.0,1.0,0.20000000000000004,1.0,0.0,0.0,0.0
182,0.0,0.0,0.22090977632571,0.125,0.0,0.10364429745562033,1.0,0.0,0.1,0.0,1.0,0.0,0.0
183,1.0,1.0,0.37512679519283465,0.0,0.0,0.015126992566498259,0.0,0.0,0.0,1.0,0.0,0.0,0.0
184,0.0,0.0,0.33400351847197784,0.125,0.16666666666666666,0.4831284260198326,0.0,1.0,0.20000000000000004,0.0,1.0,0.0,0.0
185,0.5,1.0,0.49736114601658704,0.0,0.0,0.03122992013728673,1.0,0.0,0.0,1.0,0.0,0.0,0.0
186,0.5,0.0,0.2586076903744659,0.0,0.16666666666666666,0.04098927018018883,1.0,0.0,0.1,0.0,0.0,1.0,0.0
187,1.0,1.0,0.20834380497612465,0.25,0.0,0.015712553569072387,1.0,0.0,0.20000000000000004,1.0,0.0,0.0,0.0
188,1.0,0.0,0.37512679519283465,1.0,0.3333333333333333,0.13575255909676825,1.0,0.0,1.0,0.0,0.0,1.0,0.0
189,0.5,1.0,0.49736114601658704,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0,0.0,0.0,0.0
190,0.5,1.0,0.4219653179190751,0.125,0.0,0.050748620223090936,1.0,0.0,0.1,1.0,0.0,0.0,0.0
191,0.0,1.0,0.37512679519283465,0.0,0.0,0.050748620223090936,1.0,0.0,0.0,1.0,0.0,0.0,0.0
192,1.0,1.0,0.1392309625534054,0.125,0.16666666666666666,0.028302115124416098,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,1.0
193,0.5,1.0,0.7612465443578789,0.0,0.0,0.024105594605968193,0.0,0.0,0.0,1.0,0.0,0.0,0.0
194,0.5,1.0,0.09525006282985675,0.0,0.3333333333333333,0.06343577527886367,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,1.0
195,1.0,1.0,0.4093993465694898,0.0,0.0,0.015330377421392339,1.0,0.0,0.0,1.0,0.0,0.0,0.0
196,0.0,1.0,0.0701181201306861,0.0,0.3333333333333333,0.2625265161540666,0.0,1.0,0.20000000000000004,0.0,0.0,0.0,1.0
197,1.0,0.0,0.22090977632571,0.0,0.0,0.015175789316712771,1.0,0.0,0.0,0.0,0.0,1.0,0.0
198,0.5,1.0,0.2837396330736366,0.0,0.0,0.020494635090094415,1.0,0.0,0.0,1.0,0.0,0.0,0.0
199,1.0,0.0,0.37512679519283465,0.0,0.0,0.015834545444608664,1.0,0.0,0.0,0.0,1.0,0.0,0.0
200,1.0,0.0,0.37512679519283465,0.0,0.0,0.030253985132996517,0.0,0.0,0.0,0.0,0.0,1.0,0.0
201,1.0,1.0,-0.0011309374214626784,0.0,0.3333333333333333,0.028106928123558056,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,1.0
202,0.0,1.0,0.5853229454636844,0.125,0.0,0.4440992237022602,0.0,1.0,0.1,0.0,0.0,0.0,0.0
203,0.5,0.0,0.09525006282985675,0.125,0.16666666666666666,0.050748620223090936,1.0,0.0,0.20000000000000004,0.0,0.0,1.0,0.0
204,0.5,1.0,0.3088715757728072,0.0,0.0,0.020494635090094415,1.0,0.0,0.0,1.0,0.0,0.0,0.0
205,0.0,1.0,0.37512679519283465,0.0,0.0,0.05024445219987461,0.0,1.0,0.0,1.0,0.0,0.0,0.0
206,1.0,0.0,0.4345312892686604,0.0,0.0,0.015126992566498259,0.0,0.0,0.0,0.0,0.0,1.0,0.0
207,0.5,1.0,0.2963056044232219,0.0,0.0,0.020494635090094415,1.0,0.0,0.0,1.0,0.0,0.0,0.0
208,0.0,0.0,0.4093993465694898,0.0,0.0,0.05410739813385612,0.0,1.0,0.0,0.0,0.0,1.0,0.0
209,1.0,1.0,0.3088715757728072,0.0,0.0,0.015411575213749286,1.0,0.0,0.0,1.0,0.0,0.0,0.0
